Sample_name	scaffold_name	taxID	tax_name	Avg._log_e-value	species	genus	family	order	class	phylum	kingdom	superkingdom	Avg_fold	Length	Ref_GC	Nr_ORFs	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
SRR7892471	NODE_271_length_2950_cov_28.664462	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	125.7661	2950	0.5203	8.0	100.0	2950	2094	2094	0.5043	76	126.82
SRR7892471	NODE_272_length_2948_cov_4.490421	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	22.1123	2948	0.6235	3.0	98.6771	2909	390	387	0.6339	16	20.98
SRR7892471	NODE_273_length_2947_cov_4.613240	77133.0	uncultured bacterium	-450.0								Bacteria	21.9471	2947	0.4774	3.0	100.0	2947	386	383	0.4864	21	11.5
SRR7892471	NODE_274_length_2943_cov_7.390789	418107.0	Plasmodium (Laverania)	-2.54397459281348		Plasmodium	Plasmodiidae	Haemosporida	Aconoidasida	Apicomplexa		Eukaryota	32.5841	2943	0.4529	1.0	100.0	2943	538	534	0.4599	24	25.04
SRR7892471	NODE_276_length_2936_cov_11.245540	657322.0	Faecalibacterium prausnitzii SL3/3	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	47.813	2936	0.4234	4.0	100.0	2936	790	787	0.4344	30	37.7
SRR7892471	NODE_277_length_2926_cov_12.463320	2364787.0	Alistipes sp. Marseille-P5997	-450.0		Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	66.2591	2926	0.5123	2.0	100.0	2926	1116	1123	0.5162	49	51.81
SRR7892471	NODE_278_length_2921_cov_4.990155	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	25.5734	2921	0.6333	3.0	100.0	2921	441	444	0.6262	18	19.2
SRR7892471	NODE_279_length_2917_cov_10.795070	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	53.7127	2917	0.604	3.0	100.0	2917	923	930	0.5722	34	50.06
SRR7892471	NODE_280_length_2913_cov_8.508463	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	44.3556	2913	0.6224	3.0	99.9657	2912	761	764	0.5943	25	57.08
SRR7892471	NODE_281_length_2905_cov_11.543847	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	53.7129	2905	0.5391	2.0	100.0	2905	911	909	0.5643	49	37.67
SRR7892471	NODE_282_length_2903_cov_8.106511	28116.0	Bacteroides ovatus	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	42.5611	2903	0.4258	4.0	99.5866	2891	724	726	0.4312	32	32.71
SRR7892471	NODE_283_length_2902_cov_4.691681	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	22.8756	2902	0.6116	3.0	100.0	2902	400	398	0.59	16	18.67
SRR7892471	NODE_284_length_2899_cov_10.159816	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	52.9527	2899	0.6102	4.0	100.0	2899	898	890	0.5908	36	51.8
SRR7892471	NODE_286_length_2892_cov_13.720782	1834196.0	Lachnoclostridium sp. YL32	-8.872895201635188		Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes		Bacteria	62.9308	2892	0.5698	4.0	99.0318	2864	1046	1048	0.5688	45	57.28
SRR7892471	NODE_288_length_2886_cov_6.044856	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	31.1878	2886	0.5042	5.0	100.0	2886	536	530	0.4937	26	23.19
SRR7892471	NODE_289_length_2884_cov_11.287496	657322.0	Faecalibacterium prausnitzii SL3/3	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	58.7611	2884	0.5083	4.0	100.0	2884	1009	1008	0.4945	50	35.15
SRR7892471	NODE_290_length_2878_cov_17.830418	171549.0	Bacteroidales	-175.089375595111					Bacteroidia	Bacteroidetes		Bacteria	90.9729	2878	0.4448	3.0	100.0	2878	1482	1484	0.4837	65	74.45
SRR7892471	NODE_291_length_2877_cov_6.614643	657322.0	Faecalibacterium prausnitzii SL3/3	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	28.927	2877	0.5089	3.0	99.5829	2865	480	479	0.5107	19	24.81
SRR7892471	NODE_292_length_2868_cov_8.297743	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	45.3298	2868	0.6255	3.0	100.0	2868	781	779	0.6164	29	39.36
SRR7892471	NODE_293_length_2855_cov_13.453924	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	60.5594	2855	0.4511	3.0	99.7198	2847	973	970	0.46	48	47.84
SRR7892471	NODE_294_length_2845_cov_5.272038	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	25.0826	2845	0.6309	3.0	100.0	2845	426	424	0.624	22	17.5
SRR7892471	NODE_295_length_2830_cov_12.075191	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	64.1364	2830	0.5671	4.0	100.0	2830	1150	1162	0.5494	58	41.86
SRR7892471	NODE_296_length_2827_cov_22.573091	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	110.0499	2827	0.5554	6.0	100.0	2827	1830	1825	0.5354	83	98.09
SRR7892471	NODE_297_length_2819_cov_4.495624	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	22.094	2819	0.6013	3.0	99.1486	2795	403	401	0.5834	14	18.06
SRR7892471	NODE_298_length_2817_cov_7.612409	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	44.8456	2817	0.5705	4.0	99.9645	2816	761	767	0.5571	33	37.7
SRR7892471	NODE_299_length_2812_cov_8.886289	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	40.4296	2812	0.5693	3.0	100.0	2812	658	654	0.5465	38	25.5
SRR7892471	NODE_300_length_2804_cov_9.519252	1981510.0	Monoglobus pectinilyticus	-450.0		Monoglobus		Clostridiales	Clostridia	Firmicutes		Bacteria	50.7664	2804	0.4829	1.0	100.0	2804	845	850	0.4913	47	30.71
SRR7892471	NODE_301_length_2803_cov_18.269626	295405.0	Bacteroides fragilis YCH46	-450.0	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	93.7435	2803	0.4452	2.0	99.1795	2780	1560	1631	0.4596	63	99.09
SRR7892471	NODE_302_length_2789_cov_10.892330	718252.0	Faecalibacterium prausnitzii L2-6	-81.7121982700698	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	46.2151	2789	0.5583	7.0	99.8207	2784	734	734	0.5376	40	30.1
SRR7892471	NODE_305_length_2779_cov_71.494819	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	351.869	2779	0.6117	2.0	100.0	2779	5680	5693	0.5326	153	595.34
SRR7892471	NODE_306_length_2777_cov_7.564815	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	36.5023	2777	0.5978	3.0	100.0	2777	593	592	0.5883	31	27.87
SRR7892471	NODE_307_length_2777_cov_4.244815	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	21.1714	2777	0.5967	3.0	100.0	2777	346	343	0.5978	19	11.36
SRR7892471	NODE_308_length_2771_cov_9.880475	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	52.4821	2771	0.6092	2.0	99.9639	2770	865	863	0.6065	34	48.42
SRR7892471	NODE_311_length_2759_cov_48.302386	2093856.0	Butyricimonas faecalis	-450.0		Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	212.1559	2759	0.3922	2.0	100.0	2759	3247	3255	0.4109	150	181.14
SRR7892471	NODE_312_length_2759_cov_27.268829	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	124.237	2759	0.5821	4.0	99.4201	2743	1949	1953	0.577	85	98.09
SRR7892471	NODE_313_length_2752_cov_10.487477	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	49.7555	2752	0.5124	2.0	100.0	2752	786	784	0.5034	36	42.26
SRR7892471	NODE_314_length_2741_cov_4.438063	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	20.3564	2741	0.5699	4.0	100.0	2741	317	317	0.5765	17	13.79
SRR7892471	NODE_315_length_2736_cov_6.552463	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	34.6038	2736	0.5453	3.0	100.0	2736	559	579	0.5503	27	22.93
SRR7892471	NODE_316_length_2735_cov_13.143717	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	64.1733	2735	0.5792	3.0	99.7441	2728	1021	1014	0.5675	32	79.26
SRR7892471	NODE_317_length_2720_cov_10.499054	853.0	Faecalibacterium prausnitzii	-113.408935392974		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	46.0794	2720	0.4794	4.0	100.0	2720	713	719	0.5081	30	37.84
SRR7892471	NODE_319_length_2713_cov_9.542868	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	49.6465	2713	0.5894	4.0	100.0	2713	788	793	0.5848	45	29.18
SRR7892471	NODE_321_length_2710_cov_11.744778	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	55.0417	2710	0.6081	3.0	100.0	2710	867	873	0.5882	36	51.47
SRR7892471	NODE_322_length_2694_cov_11.870462	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	59.8259	2694	0.5642	5.0	100.0	2694	955	935	0.5684	51	35.41
SRR7892471	NODE_323_length_2693_cov_9.471330	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	44.2811	2693	0.6001	2.0	100.0	2693	693	705	0.5901	30	40.89
SRR7892471	NODE_324_length_2686_cov_10.134918	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	49.2502	2686	0.5797	3.0	100.0	2686	793	788	0.5669	40	41.04
SRR7892471	NODE_325_length_2682_cov_8.500960	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	45.2084	2682	0.5809	4.0	100.0	2682	729	727	0.5462	24	43.72
SRR7892471	NODE_326_length_2680_cov_7.415290	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	32.4698	2680	0.4063	4.0	100.0	2680	493	492	0.4034	17	46.6
SRR7892471	NODE_327_length_2674_cov_10.826338	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	55.0853	2674	0.6238	3.0	100.0	2674	893	889	0.5971	41	48.42
SRR7892471	NODE_328_length_2670_cov_16.152719	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	82.0258	2670	0.6116	2.0	99.9625	2669	1283	1281	0.6134	33	114.4
SRR7892471	NODE_329_length_2659_cov_11.737026	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	55.3325	2659	0.5461	3.0	99.8872	2656	849	846	0.5448	32	47.29
SRR7892471	NODE_330_length_2658_cov_9.109260	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	47.6866	2658	0.6211	3.0	100.0	2658	762	754	0.5875	32	50.63
SRR7892471	NODE_332_length_2649_cov_22.100700	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	112.7814	2649	0.5523	5.0	99.3205	2631	1752	1750	0.5212	57	125.76
SRR7892471	NODE_333_length_2644_cov_20.011297	657322.0	Faecalibacterium prausnitzii SL3/3	-162.341035157336	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	82.3264	2644	0.4482	3.0	100.0	2644	1205	1204	0.4499	78	44.15
SRR7892471	NODE_335_length_2630_cov_25.421857	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	126.6897	2630	0.5863	3.0	100.0	2630	1940	1947	0.5778	75	151.32
SRR7892471	NODE_336_length_2629_cov_12.993339	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	63.7041	2629	0.5523	3.0	100.0	2629	977	965	0.5187	41	70.28
SRR7892471	NODE_337_length_2623_cov_9.050275	77133.0	uncultured bacterium	-450.0								Bacteria	35.7049	2623	0.4567	3.0	97.3694	2554	517	515	0.4357	19	40.42
SRR7892471	NODE_339_length_2622_cov_13.000393	2306966.0	Escherichia phage vB_EcoM-Pr121LW	-450.0		Vequintavirus	Myoviridae	Caudovirales				Viruses	52.9195	2622	0.4264	5.0	100.0	2622	759	760	0.4295	38	54.58
SRR7892471	NODE_340_length_2621_cov_4.599843	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	20.549	2621	0.4899	2.0	100.0	2621	318	321	0.4796	18	16.01
SRR7892471	NODE_341_length_2611_cov_17.570639	245014.0	butyrate-producing bacterium SS3/4	-450.0				Clostridiales	Clostridia	Firmicutes		Bacteria	80.46	2611	0.4776	4.0	99.4638	2597	1202	1192	0.4523	52	105.08
SRR7892471	NODE_343_length_2603_cov_11.503563	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	53.2251	2603	0.5486	3.0	99.8079	2598	816	807	0.5424	48	39.22
SRR7892471	NODE_344_length_2601_cov_13.753566	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	60.1857	2601	0.4956	4.0	100.0	2601	924	921	0.4876	56	30.65
SRR7892471	NODE_345_length_2599_cov_2.989294	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	15.0408	2599	0.4852	3.0	96.9988	2521	229	229	0.4795	10	14.39
SRR7892471	NODE_346_length_2597_cov_4.054365	1402.0	Bacillus licheniformis	-12.8124792791635		Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes		Bacteria	20.4856	2597	0.4101	2.0	99.1144	2574	334	337	0.408	20	11.41
SRR7892471	NODE_348_length_2591_cov_10.512331	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	54.342	2591	0.5616	2.0	100.0	2591	823	824	0.4912	28	71.51
SRR7892471	NODE_350_length_2570_cov_17.181709	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	75.8362	2570	0.4934	3.0	100.0	2570	1109	1106	0.4806	41	78.93
SRR7892471	NODE_353_length_2568_cov_6.715777	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	33.2005	2568	0.5833	3.0	99.4548	2554	526	521	0.5752	25	30.34
SRR7892471	NODE_355_length_2561_cov_9.580918	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	51.7193	2561	0.5115	2.0	99.4533	2547	810	812	0.5279	42	39.79
SRR7892471	NODE_356_length_2561_cov_5.634058	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	26.2893	2561	0.4627	1.0	100.0	2561	390	393	0.4603	17	22.26
SRR7892471	NODE_357_length_2555_cov_7.967716	1914852.0	Vequintavirus	-450.0			Myoviridae	Caudovirales				Viruses	33.1033	2555	0.4736	3.0	100.0	2555	473	476	0.4685	32	14.83
SRR7892471	NODE_358_length_2555_cov_3.696529	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	18.6928	2555	0.4669	6.0	100.0	2555	289	291	0.4655	19	9.21
SRR7892471	NODE_359_length_2552_cov_4.220202	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	18.424	2552	0.442	2.0	100.0	2552	264	265	0.4412	17	12.4
SRR7892471	NODE_360_length_2546_cov_12.392872	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	57.5868	2546	0.5012	5.0	100.0	2546	826	831	0.4999	54	37.13
SRR7892471	NODE_361_length_2529_cov_36.743883	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	175.2653	2529	0.5907	3.0	99.6441	2520	2543	2544	0.5361	69	223.54
SRR7892471	NODE_362_length_2529_cov_5.424144	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	25.4911	2529	0.5575	1.0	99.4464	2515	370	367	0.5556	25	14.96
SRR7892471	NODE_363_length_2523_cov_16.049877	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	83.8173	2523	0.5878	4.0	99.7226	2516	1246	1244	0.5811	56	69.03
SRR7892471	NODE_364_length_2520_cov_17.387229	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	80.4853	2520	0.5567	5.0	100.0	2520	1183	1179	0.5186	46	87.1
SRR7892471	NODE_365_length_2517_cov_10.215984	2093857.0	Dysosmobacter welbionis	-67.86012091359879		Dysosmobacter	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes		Bacteria	46.3278	2517	0.3961	3.0	99.4835	2504	655	653	0.4059	35	36.6
SRR7892471	NODE_366_length_2515_cov_18.627153	657322.0	Faecalibacterium prausnitzii SL3/3	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	83.9328	2515	0.532	3.0	98.4493	2476	1205	1204	0.5365	80	54.93
SRR7892471	NODE_367_length_2515_cov_5.728876	2576874.0	Escherichia phage vB_EcoM-ECP32	-450.0		Vequintavirus	Myoviridae	Caudovirales				Viruses	26.7491	2515	0.4314	4.0	100.0	2515	384	383	0.4228	19	24.16
SRR7892471	NODE_368_length_2499_cov_4.929810	208479.0	[Clostridium] bolteae	-450.0		Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes		Bacteria	25.563	2499	0.5474	4.0	100.0	2499	396	399	0.5348	26	16.4
SRR7892471	NODE_369_length_2494_cov_18.014894	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	111.9739	2494	0.6087	2.0	100.0	2494	1694	1685	0.5754	73	114.7
SRR7892471	NODE_370_length_2493_cov_16.221026	717961.0	[Eubacterium] siraeum V10Sc8a	-450.0	[Eubacterium] siraeum		Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	70.8055	2493	0.511	5.0	99.1175	2471	1000	994	0.5164	43	81.11
SRR7892471	NODE_372_length_2483_cov_8.724855	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	39.7455	2483	0.412	3.0	100.0	2483	567	565	0.4145	26	33.61
SRR7892471	NODE_373_length_2478_cov_25.456060	77133.0	uncultured bacterium	-81.20830935097992								Bacteria	112.8701	2478	0.4153	2.0	100.0	2478	1594	1572	0.4088	75	101.32
SRR7892471	NODE_374_length_2470_cov_8.560802	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	42.5684	2470	0.5607	2.0	100.0	2470	622	624	0.5512	38	31.57
SRR7892471	NODE_375_length_2470_cov_4.168408	862962.0	Bacteroides fragilis 638R	-450.0	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	19.1955	2470	0.4757	2.0	100.0	2470	276	274	0.4767	9	20.61
SRR7892471	NODE_376_length_2467_cov_9.505021	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	44.3381	2467	0.5399	1.0	99.4325	2453	632	625	0.5402	38	32.07
SRR7892471	NODE_377_length_2467_cov_7.005439	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	38.7248	2467	0.6088	4.0	99.7973	2462	575	578	0.5959	27	34.49
SRR7892471	NODE_378_length_2465_cov_8.533082	2099658.0	Escherichia phage PDX	-450.0		Vequintavirus	Myoviridae	Caudovirales				Viruses	36.1034	2465	0.4544	1.0	100.0	2465	501	500	0.4561	30	23.45
SRR7892471	NODE_379_length_2460_cov_8.358791	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	41.1305	2460	0.5565	2.0	99.6341	2451	582	591	0.5597	36	20.85
SRR7892471	NODE_380_length_2457_cov_3.261765	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	14.0521	2457	0.4127	3.0	99.1046	2435	196	195	0.4198	12	8.52
SRR7892471	NODE_381_length_2453_cov_10.874158	1914852.0	Vequintavirus	-450.0			Myoviridae	Caudovirales				Viruses	47.7729	2453	0.4391	5.0	100.0	2453	681	681	0.4361	33	41.65
SRR7892471	NODE_382_length_2449_cov_15.722597	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	82.9036	2449	0.6047	3.0	99.51	2437	1213	1212	0.5728	51	93.35
SRR7892471	NODE_384_length_2446_cov_3.488814	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	18.9783	2446	0.4366	3.0	100.0	2446	282	285	0.4402	13	16.37
SRR7892471	NODE_385_length_2442_cov_7.352643	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	35.5983	2442	0.5942	2.0	100.0	2442	505	506	0.6008	24	27.62
SRR7892471	NODE_386_length_2433_cov_10.723260	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	56.8113	2433	0.5832	2.0	100.0	2433	855	860	0.5951	39	43.87
