Sample_name	scaffold_name	Avg_fold	Length	Ref_GC	Nr_ORFs	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
SRR7892471	NODE_1066_length_1250_cov_2.428317	110.5856	1250	0.5272	1.0	100.0	1250	783	770	0.5247	104	41.3
SRR7892471	NODE_1070_length_1250_cov_0.235975	9.7608	1250	0.4464	1.0	95.6	1195	73	73	0.4526	8	7.08
SRR7892471	NODE_1075_length_1247_cov_1.494643	54.5654	1247	0.5052	2.0	100.0	1247	412	404	0.5132	54	40.62
SRR7892471	NODE_1078_length_1247_cov_0.334821	11.1588	1247	0.5084	2.0	100.0	1247	76	76	0.5066	6	11.03
SRR7892471	NODE_1082_length_1246_cov_0.714030	40.4454	1246	0.4165	2.0	99.4382	1239	290	294	0.4138	17	41.09
SRR7892471	NODE_1091_length_1242_cov_1.026009	89.5443	1242	0.3945	3.0	100.0	1242	673	672	0.4157	60	86.94
SRR7892471	NODE_1092_length_1242_cov_0.191928	7.8913	1242	0.4316	1.0	100.0	1242	56	56	0.4292	7	4.39
SRR7892471	NODE_1097_length_1241_cov_0.097846	6.5834	1241	0.473	2.0	100.0	1241	47	47	0.4777	6	2.52
SRR7892471	NODE_1113_length_1235_cov_0.353791	22.2972	1235	0.4081	1.0	100.0	1235	167	166	0.4071	17	15.19
SRR7892471	NODE_1116_length_1234_cov_0.199639	16.0324	1234	0.466	2.0	100.0	1234	119	118	0.4632	13	10.61
SRR7892471	NODE_1120_length_1233_cov_0.021700	9.6018	1233	0.4842	2.0	99.2701	1224	75	75	0.4896	10	5.15
SRR7892471	NODE_1121_length_1232_cov_0.245249	11.7744	1232	0.4513	1.0	99.6753	1228	100	102	0.4419	12	8.32
SRR7892471	NODE_1122_length_1232_cov_0.148416	12.5308	1232	0.4667	1.0	97.8084	1205	106	104	0.4656	11	8.25
SRR7892471	NODE_1125_length_1230_cov_0.306437	11.2675	1230	0.435	2.0	100.0	1230	78	78	0.4581	9	8.29
SRR7892471	NODE_1129_length_1229_cov_0.398367	16.7055	1229	0.4475	2.0	100.0	1229	115	115	0.4611	15	9.48
SRR7892471	NODE_1130_length_1228_cov_0.397820	23.6059	1228	0.3379	3.0	100.0	1228	179	177	0.3553	16	18.28
SRR7892471	NODE_1133_length_1227_cov_1.655455	89.8028	1227	0.5729	1.0	100.0	1227	639	632	0.5752	77	69.51
SRR7892471	NODE_1138_length_1227_cov_0.201818	9.6316	1227	0.52	1.0	100.0	1227	65	66	0.5357	7	7.76
SRR7892471	NODE_1142_length_1226_cov_0.164695	8.9796	1226	0.4054	1.0	100.0	1226	65	65	0.4115	8	5.29
SRR7892471	NODE_1143_length_1225_cov_3.021858	126.9143	1225	0.5078	2.0	100.0	1225	895	875	0.4999	123	60.04
SRR7892471	NODE_1146_length_1225_cov_0.175774	12.982	1225	0.4531	4.0	100.0	1225	91	91	0.4785	9	11.73
SRR7892471	NODE_1147_length_1225_cov_0.108379	6.5763	1225	0.4833	4.0	99.3469	1217	47	48	0.4692	5	3.82
SRR7892471	NODE_1152_length_1223_cov_0.496350	15.8741	1223	0.4505	1.0	100.0	1223	108	109	0.4475	13	10.33
SRR7892471	NODE_1153_length_1223_cov_0.408759	18.2036	1223	0.4865	3.0	99.6729	1219	130	131	0.4846	17	6.24
SRR7892471	NODE_1154_length_1223_cov_0.125000	5.7244	1223	0.4113	2.0	100.0	1223	41	40	0.4082	5	3.34
SRR7892471	NODE_1161_length_1219_cov_1.364469	84.1747	1219	0.5308	2.0	100.0	1219	641	628	0.5273	66	55.48
SRR7892471	NODE_1168_length_1217_cov_0.293578	14.5152	1217	0.4117	2.0	100.0	1217	120	120	0.4266	15	7.2
SRR7892471	NODE_1172_length_1215_cov_3.086397	194.0551	1215	0.3037	4.0	100.0	1215	1442	1419	0.3296	196	104.6
SRR7892471	NODE_1173_length_1215_cov_0.865809	41.4362	1215	0.3687	1.0	99.8354	1213	286	285	0.3721	38	36.29
SRR7892471	NODE_1176_length_1215_cov_0.308824	12.9062	1215	0.53	5.0	100.0	1215	100	100	0.5196	10	10.56
SRR7892471	NODE_1177_length_1215_cov_0.258272	9.3901	1215	0.5276	3.0	99.3416	1207	65	65	0.5055	8	6.98
SRR7892471	NODE_1178_length_1215_cov_0.247243	7.9695	1215	0.3646	1.0	100.0	1215	58	58	0.363	8	4.24
SRR7892471	NODE_1192_length_1212_cov_0.139171	6.4134	1212	0.5058	1.0	100.0	1212	44	45	0.5114	5	3.59
SRR7892471	NODE_1194_length_1211_cov_0.570111	29.2453	1211	0.4979	2.0	99.8348	1209	210	200	0.4928	29	9.96
SRR7892471	NODE_1196_length_1211_cov_0.017528	7.7168	1211	0.422	1.0	100.0	1211	70	73	0.4284	7	5.02
SRR7892471	NODE_1200_length_1210_cov_0.152355	9.1959	1210	0.4372	2.0	97.1074	1175	63	66	0.4532	7	6.19
SRR7892471	NODE_1205_length_1208_cov_8.604070	431.8452	1208	0.5414	3.0	100.0	1208	2957	2976	0.5395	303	316.83
SRR7892471	NODE_1206_length_1208_cov_0.473636	20.2045	1208	0.3932	4.0	95.9437	1159	139	138	0.3861	17	13.56
SRR7892471	NODE_1207_length_1207_cov_7.205556	319.4374	1207	0.3778	2.0	100.0	1207	2180	2176	0.3921	230	240.91
SRR7892471	NODE_1210_length_1206_cov_5.339203	309.7803	1206	0.3176	4.0	99.8342	1204	2215	2219	0.3394	197	333.48
SRR7892471	NODE_1211_length_1206_cov_0.678406	21.3458	1206	0.3955	1.0	100.0	1206	135	135	0.3994	16	16.28
SRR7892471	NODE_1213_length_1206_cov_0.043559	4.8806	1206	0.4884	1.0	97.5124	1176	34	35	0.4865	4	2.68
SRR7892471	NODE_1214_length_1205_cov_0.860853	43.4025	1205	0.3568	2.0	98.5892	1188	317	319	0.3808	39	33.72
SRR7892471	NODE_1216_length_1204_cov_0.100279	5.3854	1204	0.446	2.0	97.9236	1179	37	38	0.4656	4	3.57
SRR7892471	NODE_1217_length_1203_cov_8.614312	364.3558	1203	0.3948	3.0	100.0	1203	2448	2474	0.4078	349	136.31
SRR7892471	NODE_1221_length_1203_cov_0.056691	11.5644	1203	0.5162	1.0	100.0	1203	82	81	0.5138	11	6.27
SRR7892471	NODE_1223_length_1202_cov_0.813953	36.9027	1202	0.5582	2.0	100.0	1202	262	258	0.5136	37	27.26
SRR7892471	NODE_1224_length_1202_cov_0.572093	28.2646	1202	0.5715	3.0	100.0	1202	193	212	0.5539	19	20.84
SRR7892471	NODE_1226_length_1202_cov_0.220465	15.0216	1202	0.6115	4.0	100.0	1202	104	104	0.6033	12	11.12
SRR7892471	NODE_1231_length_1200_cov_0.205033	9.83	1200	0.4308	2.0	100.0	1200	68	68	0.4467	9	5.89
SRR7892471	NODE_1238_length_1198_cov_0.245565	18.4057	1198	0.4591	1.0	100.0	1198	130	133	0.477	14	13.97
SRR7892471	NODE_1239_length_1197_cov_1.692523	69.1111	1197	0.4035	4.0	96.7419	1158	456	460	0.4262	28	83.37
SRR7892471	NODE_1240_length_1197_cov_0.530841	21.2147	1197	0.4119	1.0	98.0785	1174	144	143	0.4124	16	18.17
SRR7892471	NODE_1242_length_1197_cov_0.080374	13.4779	1197	0.5088	2.0	100.0	1197	98	99	0.5297	8	15.22
SRR7892471	NODE_1247_length_1196_cov_0.256314	12.9038	1196	0.5025	2.0	100.0	1196	96	96	0.5143	8	11.28
SRR7892471	NODE_1248_length_1196_cov_0.188962	14.7274	1196	0.4164	1.0	100.0	1196	100	101	0.4118	15	7.29
SRR7892471	NODE_1254_length_1194_cov_11.772259	776.768	1194	0.3467	3.0	100.0	1194	5531	5526	0.3521	336	811.99
SRR7892471	NODE_1255_length_1194_cov_4.964386	204.0452	1194	0.4765	2.0	100.0	1194	1349	1360	0.4814	212	158.89
SRR7892471	NODE_1260_length_1194_cov_0.124649	6.4849	1194	0.4322	1.0	99.1625	1184	44	47	0.445	6	3.57
SRR7892471	NODE_1264_length_1193_cov_0.473734	36.8935	1193	0.4334	1.0	100.0	1193	269	269	0.4453	31	19.17
SRR7892471	NODE_1265_length_1193_cov_0.304878	19.2775	1193	0.5348	2.0	100.0	1193	139	137	0.514	16	12.76
SRR7892471	NODE_1268_length_1193_cov_0.166979	10.6857	1193	0.4593	2.0	99.5809	1188	97	96	0.4587	8	9.95
SRR7892471	NODE_1272_length_1192_cov_0.173709	11.6795	1192	0.3985	2.0	100.0	1192	83	86	0.421	9	8.45
SRR7892471	NODE_1273_length_1192_cov_0.157746	8.5965	1192	0.4211	1.0	100.0	1192	61	60	0.4291	6	5.59
SRR7892471	NODE_1278_length_1190_cov_0.120414	9.2227	1190	0.4471	3.0	100.0	1190	74	78	0.4634	9	4.54
SRR7892471	NODE_1279_length_1189_cov_1.217514	51.7637	1189	0.5854	3.0	100.0	1189	361	357	0.5589	33	45.29
SRR7892471	NODE_1280_length_1189_cov_0.634652	35.1228	1189	0.4399	1.0	100.0	1189	248	247	0.433	30	22.54
SRR7892471	NODE_1288_length_1187_cov_1.019811	51.3783	1187	0.3496	2.0	100.0	1187	342	343	0.3891	35	63.21
SRR7892471	NODE_1300_length_1185_cov_0.221172	17.8878	1185	0.4709	1.0	100.0	1185	126	130	0.472	16	10.1
SRR7892471	NODE_1305_length_1184_cov_0.150426	7.8057	1184	0.3792	4.0	100.0	1184	53	52	0.3889	7	5.16
SRR7892471	NODE_1307_length_1183_cov_0.681818	24.1623	1183	0.4505	1.0	100.0	1183	223	223	0.478	17	24.43
SRR7892471	NODE_1309_length_1182_cov_0.368720	14.4247	1182	0.4695	3.0	100.0	1182	99	99	0.4676	11	11.15
SRR7892471	NODE_1311_length_1182_cov_0.171564	7.7783	1182	0.4044	1.0	95.3469	1127	55	55	0.4241	6	6.17
SRR7892471	NODE_1314_length_1181_cov_1.066414	62.2447	1181	0.5783	3.0	100.0	1181	433	429	0.5825	33	53.03
SRR7892471	NODE_1315_length_1181_cov_0.332068	24.5673	1181	0.4285	3.0	100.0	1181	188	180	0.448	25	13.63
SRR7892471	NODE_1319_length_1180_cov_0.468186	26.9695	1180	0.378	4.0	98.8136	1166	193	191	0.3909	25	13.84
SRR7892471	NODE_1320_length_1179_cov_2.272814	82.4444	1179	0.464	1.0	100.0	1179	539	541	0.4635	57	69.37
SRR7892471	NODE_1328_length_1178_cov_0.150333	14.1358	1178	0.6265	1.0	95.416	1124	101	102	0.6346	9	15.65
SRR7892471	NODE_1329_length_1178_cov_0.099905	8.3277	1178	0.5195	1.0	100.0	1178	62	61	0.51	8	3.81
SRR7892471	NODE_1336_length_1175_cov_0.387405	18.1523	1175	0.4553	5.0	92.6809	1089	125	126	0.4544	11	21.14
SRR7892471	NODE_1337_length_1175_cov_0.218511	9.4791	1175	0.3396	2.0	100.0	1175	63	63	0.3613	7	7.9
SRR7892471	NODE_1341_length_1174_cov_3.390640	136.1533	1174	0.4787	3.0	100.0	1174	915	894	0.4806	73	144.83
SRR7892471	NODE_1342_length_1174_cov_0.983763	54.5877	1174	0.5716	3.0	100.0	1174	387	364	0.5558	54	39.85
SRR7892471	NODE_1344_length_1174_cov_0.262655	22.6712	1174	0.5835	2.0	100.0	1174	169	162	0.5713	22	12.98
SRR7892471	NODE_1354_length_1171_cov_0.078544	7.8711	1171	0.4885	3.0	100.0	1171	57	57	0.4779	6	5.15
SRR7892471	NODE_1359_length_1170_cov_0.310642	23.2308	1170	0.365	2.0	100.0	1170	153	153	0.3825	20	14.22
SRR7892471	NODE_1362_length_1170_cov_0.096836	8.3436	1170	0.447	2.0	100.0	1170	58	61	0.4686	6	6.23
SRR7892471	NODE_1366_length_1169_cov_0.111324	7.5757	1169	0.4808	1.0	100.0	1169	52	52	0.4894	5	6.48
SRR7892471	NODE_1372_length_1166_cov_0.220404	10.2667	1166	0.5051	1.0	100.0	1166	68	67	0.4958	9	6.49
SRR7892471	NODE_1375_length_1165_cov_0.475915	16.8798	1165	0.6077	1.0	100.0	1165	115	112	0.5931	16	8.24
SRR7892471	NODE_1379_length_1164_cov_0.594986	20.5146	1164	0.4725	2.0	95.3608	1110	136	137	0.4649	19	15.06
SRR7892471	NODE_1380_length_1164_cov_0.478303	20.4785	1164	0.5988	2.0	100.0	1164	139	134	0.5875	19	13.02
SRR7892471	NODE_1381_length_1164_cov_0.451302	15.8857	1164	0.4321	1.0	100.0	1164	104	100	0.4315	12	10.24
SRR7892471	NODE_1382_length_1164_cov_0.324012	7.6203	1164	0.5258	1.0	100.0	1164	50	53	0.5253	5	6.15
SRR7892471	NODE_1384_length_1163_cov_0.611004	35.0937	1163	0.4635	2.0	100.0	1163	261	257	0.4653	33	16.37
SRR7892471	NODE_1387_length_1163_cov_0.200772	21.9854	1163	0.4643	2.0	100.0	1163	173	171	0.4864	21	12.69
SRR7892471	NODE_1393_length_1160_cov_1.999032	91.6319	1160	0.4086	3.0	100.0	1160	625	599	0.4086	78	43.26
SRR7892471	NODE_1394_length_1160_cov_1.962246	225.9569	1160	0.2871	2.0	99.7414	1157	1670	1666	0.2976	141	164.11
SRR7892471	NODE_1395_length_1160_cov_0.189739	11.7431	1160	0.5095	2.0	100.0	1160	80	83	0.4863	10	6.8
SRR7892471	NODE_1403_length_1158_cov_0.117362	5.2625	1158	0.4257	4.0	100.0	1158	33	33	0.4231	5	2.97
SRR7892471	NODE_1404_length_1158_cov_0.073715	11.2642	1158	0.3566	3.0	100.0	1158	80	81	0.3647	9	7.84
SRR7892471	NODE_1412_length_1155_cov_0.632296	40.1359	1155	0.4563	3.0	100.0	1155	263	293	0.4609	33	19.53
SRR7892471	NODE_1413_length_1155_cov_0.527237	15.0805	1155	0.3472	3.0	96.8831	1119	94	95	0.353	14	9.72
SRR7892471	NODE_1416_length_1154_cov_0.735151	39.9567	1154	0.5191	1.0	100.0	1154	270	272	0.5018	24	36.22
SRR7892471	NODE_1417_length_1154_cov_0.148978	6.2296	1154	0.5338	1.0	100.0	1154	45	46	0.5267	5	4.88
SRR7892471	NODE_1419_length_1153_cov_2.317739	93.7164	1153	0.4163	2.0	100.0	1153	616	616	0.418	59	71.32
SRR7892471	NODE_1422_length_1153_cov_0.259259	12.0286	1153	0.5733	3.0	99.7398	1150	113	112	0.5107	9	13.54
SRR7892471	NODE_1436_length_1150_cov_0.750733	29.3174	1150	0.4096	2.0	94.5217	1087	181	182	0.4513	14	35.28
SRR7892471	NODE_1446_length_1149_cov_0.605675	24.4082	1149	0.5387	2.0	100.0	1149	165	166	0.5281	19	18.64
SRR7892471	NODE_1447_length_1149_cov_0.318004	9.2324	1149	0.4343	2.0	99.4778	1143	65	61	0.4501	7	6.51
SRR7892471	NODE_1450_length_1149_cov_0.138943	6.2498	1149	0.4456	2.0	97.9112	1125	44	44	0.4502	6	3.42
SRR7892471	NODE_1452_length_1148_cov_0.493634	14.0679	1148	0.4538	3.0	97.2997	1117	119	117	0.4669	12	11.45
SRR7892471	NODE_1459_length_1148_cov_0.169442	7.2883	1148	0.4704	1.0	98.2578	1128	50	50	0.4825	6	4.91
SRR7892471	NODE_1462_length_1147_cov_0.720588	38.1099	1147	0.3723	2.0	100.0	1147	253	251	0.3948	27	30.18
SRR7892471	NODE_1484_length_1141_cov_0.181460	9.5609	1141	0.4216	3.0	99.6494	1137	65	66	0.4204	9	5.25
SRR7892471	NODE_1487_length_1140_cov_3.936821	165.7544	1140	0.5535	3.0	100.0	1140	1074	1081	0.5379	155	114.73
SRR7892471	NODE_1488_length_1140_cov_0.848963	24.0026	1140	0.4	2.0	100.0	1140	143	144	0.4196	19	16.0
SRR7892471	NODE_1491_length_1140_cov_0.403751	13.6974	1140	0.4544	4.0	100.0	1140	86	88	0.4534	12	9.94
SRR7892471	NODE_1494_length_1139_cov_0.829051	28.6708	1139	0.3793	1.0	98.7709	1125	184	182	0.3737	22	20.51
SRR7892471	NODE_1495_length_1139_cov_0.355731	10.7779	1139	0.403	1.0	93.6787	1067	76	76	0.4075	10	8.42
SRR7892471	NODE_1497_length_1139_cov_0.084980	17.7199	1139	0.5075	1.0	100.0	1139	118	117	0.5054	17	9.73
SRR7892471	NODE_1508_length_1137_cov_0.066337	11.9367	1137	0.4908	2.0	98.241	1117	84	81	0.4919	8	8.89
SRR7892471	NODE_1518_length_1133_cov_0.395626	16.7502	1133	0.3742	2.0	98.323	1114	108	108	0.4028	12	14.57
SRR7892471	NODE_1524_length_1132_cov_0.237811	7.9717	1132	0.4337	2.0	100.0	1132	49	49	0.4341	7	5.16
SRR7892471	NODE_1530_length_1131_cov_2.450199	104.5747	1131	0.4651	1.0	100.0	1131	696	699	0.4849	57	98.36
SRR7892471	NODE_1535_length_1130_cov_0.415753	25.1106	1130	0.4257	2.0	100.0	1130	195	206	0.436	16	25.03
SRR7892471	NODE_1538_length_1130_cov_0.189432	12.2336	1130	0.5814	4.0	100.0	1130	84	84	0.5741	11	7.32
SRR7892471	NODE_1540_length_1130_cov_0.067797	7.7788	1130	0.4832	2.0	100.0	1130	54	57	0.4767	7	4.02
SRR7892471	NODE_1541_length_1129_cov_0.557884	28.9132	1129	0.574	1.0	99.6457	1125	201	187	0.5697	24	16.98
SRR7892471	NODE_1543_length_1128_cov_0.738262	37.0869	1128	0.5523	2.0	99.5567	1123	242	247	0.5554	33	26.75
SRR7892471	NODE_1550_length_1126_cov_7.631632	248.4334	1126	0.4636	1.0	100.0	1126	1504	1505	0.4609	195	167.93
SRR7892471	NODE_1552_length_1126_cov_0.138138	6.2833	1126	0.4414	1.0	100.0	1126	41	40	0.4382	7	2.62
SRR7892471	NODE_1556_length_1125_cov_0.440882	33.9191	1125	0.5831	2.0	100.0	1125	231	232	0.5842	28	19.52
SRR7892471	NODE_1561_length_1124_cov_0.223671	11.3737	1124	0.4333	1.0	99.4662	1118	73	73	0.4401	12	5.5
SRR7892471	NODE_1564_length_1124_cov_0.179539	7.863	1124	0.4929	1.0	100.0	1124	50	52	0.4782	6	5.4
SRR7892471	NODE_1569_length_1122_cov_1.349749	48.484	1122	0.41	1.0	100.0	1122	310	313	0.4261	43	27.81
SRR7892471	NODE_1574_length_1121_cov_0.739437	26.9019	1121	0.3782	1.0	99.3756	1114	177	177	0.3914	27	12.66
SRR7892471	NODE_1582_length_1120_cov_0.242699	8.3161	1120	0.4821	4.0	100.0	1120	53	55	0.475	8	4.22
SRR7892471	NODE_1583_length_1120_cov_0.105740	5.7518	1120	0.5902	2.0	97.5893	1093	39	40	0.6022	5	4.75
SRR7892471	NODE_1599_length_1116_cov_0.289181	6.172	1116	0.4059	1.0	99.7312	1113	36	36	0.4166	6	2.76
SRR7892471	NODE_1603_length_1115_cov_0.566802	25.0206	1115	0.357	1.0	100.0	1115	173	173	0.3748	26	9.59
SRR7892471	NODE_1606_length_1114_cov_0.368794	18.9066	1114	0.4506	2.0	100.0	1114	123	124	0.4657	12	16.12
SRR7892471	NODE_1607_length_1114_cov_0.252280	13.6257	1114	0.4066	1.0	97.2172	1083	89	89	0.4016	13	8.7
SRR7892471	NODE_1616_length_1112_cov_0.867005	50.071	1112	0.4577	2.0	100.0	1112	322	323	0.4581	28	45.24
SRR7892471	NODE_1621_length_1112_cov_0.063959	10.4074	1112	0.5207	1.0	100.0	1112	65	65	0.518	10	4.52
SRR7892471	NODE_1622_length_1111_cov_5.263211	251.0099	1111	0.3438	4.0	100.0	1111	1615	1616	0.373	201	227.99
SRR7892471	NODE_1625_length_1111_cov_0.672764	26.423	1111	0.4581	1.0	100.0	1111	166	165	0.4414	23	15.99
SRR7892471	NODE_1628_length_1111_cov_0.500000	15.4068	1111	0.3249	1.0	96.4896	1072	100	100	0.3553	12	13.33
SRR7892471	NODE_1631_length_1110_cov_4.828077	217.2252	1110	0.5297	2.0	100.0	1110	1370	1382	0.4736	168	174.48
SRR7892471	NODE_1640_length_1108_cov_8.609582	322.5162	1108	0.4486	1.0	100.0	1108	2003	2013	0.4396	161	328.31
SRR7892471	NODE_1647_length_1107_cov_1.693878	89.4688	1107	0.4634	2.0	100.0	1107	615	599	0.4811	75	60.3
SRR7892471	NODE_1649_length_1107_cov_0.351020	9.2936	1107	0.3803	2.0	98.5547	1091	57	58	0.3869	9	3.61
SRR7892471	NODE_1654_length_1106_cov_0.222676	7.7776	1106	0.5497	1.0	98.2821	1087	53	51	0.5384	7	3.96
SRR7892471	NODE_1658_length_1105_cov_0.329243	13.1538	1105	0.4009	2.0	100.0	1105	82	81	0.4018	11	8.37
SRR7892471	NODE_1660_length_1105_cov_0.093047	6.2072	1105	0.4833	1.0	100.0	1105	42	43	0.4877	6	3.47
SRR7892471	NODE_1663_length_1104_cov_0.331627	18.4746	1104	0.4846	1.0	100.0	1104	127	127	0.4731	15	11.89
SRR7892471	NODE_1666_length_1103_cov_1.098361	32.8105	1103	0.4542	2.0	100.0	1103	194	194	0.4892	26	21.0
SRR7892471	NODE_1679_length_1102_cov_0.267692	24.265	1102	0.4973	3.0	100.0	1102	158	166	0.4999	20	13.67
SRR7892471	NODE_1682_length_1101_cov_0.264887	12.9482	1101	0.4614	1.0	100.0	1101	82	92	0.4676	11	7.15
SRR7892471	NODE_1685_length_1101_cov_0.105749	5.0109	1101	0.4078	3.0	90.554	997	38	38	0.4313	4	3.87
SRR7892471	NODE_1686_length_1100_cov_1.122302	47.2073	1100	0.4891	1.0	100.0	1100	297	298	0.4765	42	39.6
SRR7892471	NODE_1687_length_1100_cov_0.816033	44.07	1100	0.5391	2.0	100.0	1100	297	295	0.5163	36	33.52
SRR7892471	NODE_1690_length_1099_cov_7.897119	322.4395	1099	0.3385	2.0	100.0	1099	1984	1980	0.3662	158	274.53
SRR7892471	NODE_1691_length_1099_cov_7.256173	383.404	1099	0.4286	3.0	100.0	1099	2488	2498	0.4454	414	196.57
SRR7892471	NODE_1704_length_1097_cov_0.207216	6.5561	1097	0.4686	1.0	100.0	1097	39	39	0.4635	6	3.99
SRR7892471	NODE_1705_length_1096_cov_0.654283	28.2044	1096	0.4252	3.0	99.1788	1087	178	182	0.4207	23	21.1
SRR7892471	NODE_1725_length_1092_cov_2.222798	114.4057	1092	0.4991	1.0	99.359	1085	740	729	0.5103	66	120.89
SRR7892471	NODE_1729_length_1092_cov_0.256995	13.8727	1092	0.4945	1.0	92.3993	1009	86	84	0.4862	11	9.55
SRR7892471	NODE_1735_length_1090_cov_0.827622	25.3193	1090	0.4183	1.0	100.0	1090	150	152	0.4299	24	13.15
SRR7892471	NODE_1736_length_1090_cov_0.800623	37.4798	1090	0.5073	2.0	100.0	1090	245	243	0.4615	24	34.03
SRR7892471	NODE_1737_length_1090_cov_0.375909	13.3257	1090	0.3835	1.0	100.0	1090	87	87	0.3806	13	5.94
SRR7892471	NODE_1738_length_1090_cov_0.179647	8.4229	1090	0.5202	3.0	100.0	1090	50	51	0.5174	8	3.9
SRR7892471	NODE_1744_length_1089_cov_1.088358	43.0845	1089	0.4582	2.0	100.0	1089	288	283	0.4674	37	27.3
SRR7892471	NODE_1745_length_1089_cov_0.506237	26.9963	1089	0.4555	2.0	97.6125	1063	165	168	0.4909	14	34.32
SRR7892471	NODE_1756_length_1087_cov_2.580208	106.5419	1087	0.4453	2.0	99.632	1083	657	651	0.4523	83	66.91
SRR7892471	NODE_1763_length_1086_cov_3.456726	177.4926	1086	0.5193	3.0	99.7238	1083	1108	1114	0.5079	138	116.96
SRR7892471	NODE_1774_length_1085_cov_0.092902	9.0848	1085	0.5429	1.0	100.0	1085	73	74	0.5295	7	6.19
SRR7892471	NODE_1775_length_1084_cov_21.939394	872.5212	1084	0.3773	3.0	99.631	1080	5168	5170	0.4014	529	890.49
SRR7892471	NODE_1779_length_1084_cov_0.122257	11.3386	1084	0.4557	1.0	94.0959	1020	72	71	0.4551	11	7.84
SRR7892471	NODE_1780_length_1083_cov_1.203975	34.7091	1083	0.3647	2.0	100.0	1083	206	206	0.3922	36	21.01
SRR7892471	NODE_1785_length_1083_cov_0.155858	11.6556	1083	0.3389	1.0	100.0	1083	82	81	0.3412	11	5.81
SRR7892471	NODE_1790_length_1081_cov_1.467505	79.1693	1081	0.3987	2.0	100.0	1081	529	533	0.3901	64	57.66
SRR7892471	NODE_1795_length_1081_cov_0.176101	6.4117	1081	0.4598	1.0	100.0	1081	40	40	0.4585	5	4.38
SRR7892471	NODE_1798_length_1080_cov_3.200420	122.6528	1080	0.4787	3.0	99.7222	1077	739	765	0.4755	113	86.71
SRR7892471	NODE_1804_length_1080_cov_0.196222	13.213	1080	0.3639	1.0	100.0	1080	86	84	0.3703	11	8.57
SRR7892471	NODE_1806_length_1079_cov_0.190126	9.2558	1079	0.393	1.0	100.0	1079	56	57	0.3967	8	6.43
SRR7892471	NODE_1807_length_1078_cov_3.943218	171.833	1078	0.4805	3.0	100.0	1078	1061	1057	0.5035	63	173.84
SRR7892471	NODE_1809_length_1078_cov_0.404837	25.4453	1078	0.513	2.0	100.0	1078	168	158	0.5117	24	11.39
SRR7892471	NODE_1811_length_1078_cov_0.139853	6.5288	1078	0.423	1.0	88.7755	957	41	41	0.4259	6	5.0
SRR7892471	NODE_1815_length_1077_cov_0.836842	28.6834	1077	0.4308	2.0	99.2572	1069	179	183	0.4249	33	14.08
SRR7892471	NODE_1820_length_1077_cov_0.190526	6.8375	1077	0.441	4.0	100.0	1077	43	43	0.4399	4	6.8
SRR7892471	NODE_1827_length_1075_cov_0.195148	11.3981	1075	0.4902	1.0	100.0	1075	73	74	0.4867	11	6.32
SRR7892471	NODE_1829_length_1075_cov_0.165612	5.8633	1075	0.5321	2.0	96.0	1032	32	33	0.5411	5	3.9
SRR7892471	NODE_1837_length_1073_cov_3.292812	148.7251	1073	0.3849	2.0	100.0	1073	906	920	0.3954	155	49.5
SRR7892471	NODE_1838_length_1073_cov_1.465116	58.4501	1073	0.438	1.0	100.0	1073	357	354	0.4306	62	21.75
SRR7892471	NODE_1849_length_1071_cov_0.075212	7.1625	1071	0.5126	2.0	99.3464	1064	46	47	0.5001	7	4.07
SRR7892471	NODE_1854_length_1070_cov_0.134677	7.6449	1070	0.4103	3.0	100.0	1070	49	50	0.4023	7	4.06
SRR7892471	NODE_1855_length_1069_cov_1.364119	82.2722	1069	0.5669	2.0	100.0	1069	532	550	0.5209	53	67.99
SRR7892471	NODE_1860_length_1068_cov_0.315622	11.8493	1068	0.4382	1.0	100.0	1068	72	74	0.4345	10	7.13
SRR7892471	NODE_1868_length_1067_cov_0.151064	9.3833	1067	0.4592	3.0	94.0019	1003	94	92	0.4651	8	12.61
SRR7892471	NODE_1875_length_1065_cov_0.215352	11.1681	1065	0.3718	1.0	100.0	1065	74	74	0.3805	8	8.83
SRR7892471	NODE_1882_length_1064_cov_0.279616	14.6053	1064	0.4756	1.0	99.812	1062	92	98	0.4483	13	9.3
SRR7892471	NODE_1883_length_1063_cov_6.080128	245.3659	1063	0.3866	1.0	100.0	1063	1451	1453	0.3906	222	159.21
SRR7892471	NODE_1894_length_1061_cov_1.035332	41.8973	1061	0.4703	2.0	99.623	1057	247	247	0.4758	39	25.51
SRR7892471	NODE_1896_length_1061_cov_0.339400	15.8869	1061	0.5834	1.0	100.0	1061	98	100	0.559	10	14.1
SRR7892471	NODE_1898_length_1061_cov_0.277302	9.3289	1061	0.5259	1.0	99.7172	1058	52	52	0.5315	10	4.13
SRR7892471	NODE_1903_length_1059_cov_1.862661	76.0529	1059	0.491	3.0	99.339	1052	445	446	0.5042	68	53.37
SRR7892471	NODE_1909_length_1057_cov_0.636559	38.3065	1057	0.4872	2.0	100.0	1057	239	247	0.4833	38	20.32
SRR7892471	NODE_1913_length_1057_cov_0.203226	8.3122	1057	0.4191	3.0	90.35	955	55	54	0.4504	6	6.82
SRR7892471	NODE_1914_length_1057_cov_0.084946	9.4399	1057	0.4305	3.0	100.0	1057	57	56	0.4788	5	10.65
